"time","videoID","condition","participantID","rating"
14,"HID53_vid2","both","86e12a93",54.498003992016
16,"HID53_vid2","both","86e12a93",67.247
18,"HID53_vid2","both","86e12a93",75.2600110220441
20,"HID53_vid2","both","86e12a93",54
22,"HID53_vid2","both","86e12a93",57.746498997996
24,"HID53_vid2","both","86e12a93",71.4885199600798
26,"HID53_vid2","both","86e12a93",71.75
28,"HID53_vid2","both","86e12a93",72.0199600798403
30,"HID53_vid2","both","86e12a93",53.503002004008
32,"HID53_vid2","both","86e12a93",49.0055030220121
34,"HID53_vid2","both","86e12a93",39.256
36,"HID53_vid2","both","86e12a93",47.248997995992
38,"HID53_vid2","both","86e12a93",83.4965
40,"HID53_vid2","both","86e12a93",62.0264660678643
42,"HID53_vid2","both","86e12a93",51
44,"HID53_vid2","both","86e12a93",47.4965248785298
46,"HID53_vid2","both","86e12a93",43.001497005988
48,"HID53_vid2","both","86e12a93",41.74899500998
50,"HID53_vid2","both","86e12a93",50.747996993988
52,"HID53_vid2","both","86e12a93",53
54,"HID53_vid2","both","86e12a93",50.758
56,"HID53_vid2","both","86e12a93",45
58,"HID53_vid2","both","86e12a93",45
60,"HID53_vid2","both","86e12a93",42.2514930259721
62,"HID53_vid2","both","86e12a93",33.5065080321285
64,"HID53_vid2","both","86e12a93",31.4974899598394
66,"HID53_vid2","both","86e12a93",36.997005988024
68,"HID53_vid2","both","86e12a93",30.7554860279441
70,"HID53_vid2","both","86e12a93",36.998
72,"HID53_vid2","both","86e12a93",43.74251002004
74,"HID53_vid2","both","86e12a93",66.48900998004
76,"HID53_vid2","both","86e12a93",73.749502998012
78,"HID53_vid2","both","86e12a93",56.2610000320002
80,"HID53_vid2","both","86e12a93",49.7470099800399
82,"HID53_vid2","both","86e12a93",41.2680070661246
84,"HID53_vid2","both","86e12a93",38.74749498998
86,"HID53_vid2","both","86e12a93",39.7514940239044
88,"HID53_vid2","both","86e12a93",36.002
90,"HID53_vid2","both","86e12a93",35
92,"HID53_vid2","both","86e12a93",36.999
94,"HID53_vid2","both","86e12a93",43.2455089820359
96,"HID53_vid2","both","86e12a93",49.9880288784741
98,"HID53_vid2","both","86e12a93",65.995983935743
100,"HID53_vid2","both","86e12a93",65.2604641077836
102,"HID53_vid2","both","86e12a93",50.0090180360721
104,"HID53_vid2","both","86e12a93",48.0040080160321
106,"HID53_vid2","both","86e12a93",42
108,"HID53_vid2","both","86e12a93",36.0030120481928
110,"HID53_vid2","both","86e12a93",33.003
112,"HID53_vid2","both","86e12a93",22.5109780439121
114,"HID53_vid2","both","86e12a93",16.5024979919679
116,"HID53_vid2","both","86e12a93",12
118,"HID53_vid2","both","86e12a93",8.25747011952191
120,"HID53_vid2","both","86e12a93",9.23655378486056
122,"HID53_vid2","both","86e12a93",16
124,"HID53_vid2","both","86e12a93",14.001996007984
126,"HID53_vid2","both","86e12a93",16.9820359281437
128,"HID53_vid2","both","86e12a93",32.9964859437751
130,"HID53_vid2","both","86e12a93",33
132,"HID53_vid2","both","86e12a93",30.752001002004
134,"HID53_vid2","both","86e12a93",29
136,"HID53_vid2","both","86e12a93",26.7529940119761
138,"HID53_vid2","both","86e12a93",26
